cena,powierzchnia,wiek,czynsz,pokoje,piętro,wysokość budynku,odległość od centrum,miasto,zabudowa,wykończenie,okna,ogrzewanie
145000,42.27,76.0,850.0,2.0,1,3.0,94.01,Żychlin,kamienica,do wykończenia,plastikowe,miejskie
1145000,60.5,25.0,1150.0,2.0,2,3.0,10.28,Warszawa,apartamentowiec,,plastikowe,miejskie
525000,36.7,39.0,491.0,1.0,2,10.0,6.82,Warszawa,blok,do remontu,plastikowe,miejskie
1250000,68.1,21.0,1100.0,3.0,parter,5.0,5.94,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1280000,80.0,43.0,1200.0,4.0,2,10.0,7.61,Warszawa,blok,,,
1599000,66.49,76.0,1092.0,3.0,2,2.0,1.12,Warszawa,kamienica,,,miejskie
989000,70.84,12.0,900.0,3.0,parter,4.0,17.21,Pruszków,apartamentowiec,do zamieszkania,plastikowe,miejskie
815000,58.3,26.0,,4.0,1,10.0,11.99,Warszawa,blok,do zamieszkania,,
565000,73.0,37.0,,4.0,3,4.0,32.41,Nowy Dwór Mazowiecki,blok,do zamieszkania,plastikowe,miejskie
590000,46.9,20.0,,2.0,2,3.0,29.53,Grodzisk Mazowiecki,blok,do zamieszkania,,gazowe
629000,29.0,75.0,635.0,1.0,4,5.0,4.0,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
849900,48.0,60.0,,3.0,2,8.0,0.38,Warszawa,blok,do remontu,,miejskie
899000,64.0,47.0,1300.0,4.0,5,12.0,6.64,Warszawa,blok,do zamieszkania,plastikowe,miejskie
599000,26.02,5.0,650.0,1.0,4,5.0,3.37,Warszawa,apartamentowiec,do zamieszkania,,miejskie
1245000,76.52,1.0,,4.0,1,2.0,14.52,Pruszków,blok,do zamieszkania,,miejskie
1190000,74.2,19.0,1450.0,3.0,parter,5.0,10.08,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
1190000,78.0,51.0,1150.0,4.0,2,10.0,5.64,Warszawa,blok,do wykończenia,plastikowe,miejskie
1100000,62.0,11.0,800.0,3.0,4,5.0,8.21,Warszawa,blok,do zamieszkania,,gazowe
657998,64.77,43.0,1100.0,3.0,7,7.0,16.82,Piaseczno,blok,do remontu,plastikowe,miejskie
999000,62.0,6.0,890.0,3.0,2,4.0,8.34,Warszawa,apartamentowiec,do zamieszkania,,gazowe
570000,36.0,13.0,,1.0,2,5.0,8.15,Warszawa,blok,do zamieszkania,,miejskie
999000,60.0,11.0,770.0,3.0,5,8.0,7.98,Warszawa,blok,do zamieszkania,,miejskie
620000,53.0,45.0,1050.0,3.0,3,3.0,18.34,Legionowo,blok,do zamieszkania,,
999000,61.89,6.0,890.0,3.0,2,4.0,8.36,Warszawa,apartamentowiec,do zamieszkania,,gazowe
645000,35.0,88.0,,2.0,1,4.0,2.71,Warszawa,kamienica,do zamieszkania,,miejskie
950000,44.0,71.0,930.0,2.0,1,3.0,3.51,Warszawa,blok,do zamieszkania,,miejskie
525000,38.9,56.0,498.0,2.0,3,4.0,9.95,Ząbki,blok,do zamieszkania,,miejskie
599000,37.53,96.0,,2.0,1,2.0,12.69,Piastów,kamienica,,plastikowe,gazowe
1928000,107.12,14.0,1550.0,5.0,1,5.0,7.93,Warszawa,blok,do zamieszkania,drewniane,miejskie
999000,72.53,6.0,1100.0,4.0,4,4.0,8.69,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
749980,66.9,38.0,1437.0,3.0,4,4.0,6.34,Warszawa,blok,do remontu,plastikowe,miejskie
1350000,50.2,,635.0,2.0,4,5.0,0.94,Warszawa,blok,,plastikowe,miejskie
769000,56.0,111.0,750.0,2.0,4,4.0,2.39,Warszawa,kamienica,do remontu,plastikowe,miejskie
3700000,126.0,14.0,,3.0,7,7.0,1.31,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
765000,34.0,3.0,550.0,1.0,1,8.0,5.54,Warszawa,blok,do zamieszkania,,miejskie
790000,55.54,10.0,670.0,3.0,5,11.0,17.04,Piaseczno,blok,do zamieszkania,plastikowe,miejskie
450000,38.65,3.0,,2.0,parter,,37.66,Mińsk Mazowiecki,blok,do wykończenia,,
2550000,103.0,14.0,1600.0,3.0,1,3.0,4.74,Warszawa,apartamentowiec,do zamieszkania,plastikowe,
949000,58.0,61.0,800.0,2.0,parter,10.0,3.86,Warszawa,blok,do zamieszkania,plastikowe,miejskie
559000,47.5,19.0,800.0,2.0,3,3.0,27.58,Grodzisk Mazowiecki,blok,do zamieszkania,plastikowe,miejskie
1125000,76.0,46.0,800.0,3.0,1,3.0,4.94,Warszawa,blok,do wykończenia,plastikowe,miejskie
1600000,76.44,12.0,1100.0,3.0,parter,2.0,11.08,Warszawa,apartamentowiec,do zamieszkania,drewniane,kotłownia
2050000,145.58,26.0,,5.0,5,6.0,2.58,Warszawa,blok,,plastikowe,miejskie
1080100,47.0,70.0,890.0,2.0,3,4.0,1.93,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
780000,54.0,7.0,,3.0,2,3.0,38.17,Mińsk Mazowiecki,blok,,,miejskie
2822000,122.71,21.0,1880.0,4.0,2,4.0,4.29,Warszawa,apartamentowiec,,,miejskie
850000,61.5,69.0,1000.0,4.0,2,4.0,5.94,Warszawa,blok,do zamieszkania,plastikowe,miejskie
747000,57.5,61.0,1000.0,3.0,4,4.0,4.12,Warszawa,blok,do zamieszkania,,
850000,61.5,69.0,1000.0,4.0,2,4.0,5.94,Warszawa,blok,do zamieszkania,plastikowe,miejskie
720000,55.0,24.0,519.0,3.0,3,3.0,11.7,Warszawa,blok,,,
439000,32.19,59.0,,2.0,parter,10.0,9.6,Warszawa,blok,do remontu,,miejskie
1850000,67.57,1.0,1500.0,3.0,3,9.0,5.48,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
850000,59.6,31.0,895.0,3.0,parter,3.0,6.08,Warszawa,blok,,,miejskie
669000,38.3,24.0,,2.0,7,8.0,4.37,Warszawa,blok,do zamieszkania,,miejskie
998000,43.0,10.0,1175.0,2.0,4,7.0,6.18,Warszawa,blok,do zamieszkania,plastikowe,miejskie
500000,42.1,46.0,,2.0,> 10,11.0,18.51,Legionowo,blok,do zamieszkania,,miejskie
630000,35.0,24.0,,1.0,3,8.0,3.98,Warszawa,blok,do zamieszkania,,miejskie
1030000,49.06,11.0,531.0,2.0,1,6.0,4.65,Warszawa,blok,do zamieszkania,,
435000,48.0,57.0,,3.0,2,4.0,18.55,Legionowo,blok,do remontu,,miejskie
968000,60.5,,,3.0,> 10,20.0,6.03,Warszawa,blok,do zamieszkania,plastikowe,miejskie
450000,46.25,,600.0,3.0,3,4.0,19.72,Legionowo,blok,do remontu,plastikowe,miejskie
1125000,84.81,49.0,1000.0,4.0,parter,12.0,7.93,Warszawa,blok,do remontu,plastikowe,miejskie
620000,55.4,13.0,720.0,3.0,2,4.0,14.51,Warszawa,blok,do remontu,plastikowe,inne
1490000,54.5,12.0,800.0,3.0,6,6.0,3.59,Warszawa,blok,do zamieszkania,drewniane,miejskie
935000,56.25,17.0,900.0,2.0,parter,4.0,8.93,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
1800000,90.3,26.0,153179.0,4.0,2,2.0,4.07,Warszawa,blok,,plastikowe,
649000,57.2,17.0,650.0,2.0,1,4.0,9.74,Ząbki,blok,do zamieszkania,plastikowe,inne
865000,73.0,15.0,,3.0,1,3.0,22.22,Otwock,blok,do zamieszkania,plastikowe,gazowe
580000,39.35,0.0,,2.0,3,4.0,6.39,Warszawa,apartamentowiec,do wykończenia,plastikowe,miejskie
699000,29.31,1.0,,1.0,2,,4.33,Warszawa,blok,do zamieszkania,plastikowe,miejskie
719000,40.0,24.0,,2.0,8,11.0,6.49,Warszawa,blok,,,
1240000,69.1,11.0,1050.0,3.0,8,8.0,7.67,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1160000,101.2,26.0,1300.0,4.0,3,4.0,9.86,Warszawa,blok,do zamieszkania,,miejskie
1199000,52.19,2.0,750.0,2.0,4,4.0,4.02,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
835000,78.67,8.0,750.0,3.0,2,2.0,15.41,Nowa Wola,blok,do zamieszkania,plastikowe,gazowe
559000,52.29,,,2.0,3,3.0,24.63,Wieliszew,blok,,plastikowe,gazowe
708000,47.7,46.0,700.0,2.0,10,10.0,9.31,Warszawa,blok,do zamieszkania,plastikowe,miejskie
655000,38.45,0.0,650.0,2.0,1,3.0,8.11,Warszawa,apartamentowiec,do wykończenia,plastikowe,miejskie
1480000,66.1,13.0,1492.0,2.0,3,3.0,8.2,Warszawa,apartamentowiec,,,miejskie
640000,38.45,1.0,650.0,2.0,parter,3.0,7.25,Warszawa,apartamentowiec,do wykończenia,plastikowe,miejskie
659000,53.0,51.0,874.0,3.0,10,10.0,6.68,Warszawa,blok,do zamieszkania,plastikowe,miejskie
810000,47.5,20.0,1167.0,2.0,parter,5.0,5.65,Warszawa,blok,do zamieszkania,plastikowe,miejskie
590000,39.02,1.0,,2.0,6,6.0,6.48,Warszawa,apartamentowiec,do wykończenia,plastikowe,miejskie
899999,70.76,11.0,850.0,3.0,2,4.0,10.31,Ząbki,blok,do zamieszkania,plastikowe,inne
660000,39.81,1.0,,2.0,3,4.0,5.15,Warszawa,apartamentowiec,do wykończenia,plastikowe,miejskie
2950000,136.86,19.0,2200.0,4.0,2,3.0,9.15,Warszawa,apartamentowiec,do zamieszkania,,miejskie
1599000,103.6,26.0,1700.0,3.0,5,8.0,5.66,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
645000,42.95,1.0,,2.0,4,6.0,6.47,Warszawa,apartamentowiec,do wykończenia,plastikowe,miejskie
595000,57.0,21.0,600.0,2.0,1,3.0,9.88,Ząbki,blok,do wykończenia,plastikowe,gazowe
920000,78.69,17.0,982.0,3.0,6,16.0,17.2,Piaseczno,apartamentowiec,do zamieszkania,plastikowe,kotłownia
1299000,65.61,7.0,1000.0,3.0,3,6.0,6.76,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1115000,38.0,59.0,660.0,2.0,7,15.0,0.27,Warszawa,blok,do zamieszkania,plastikowe,miejskie
845000,45.88,2.0,,2.0,2,4.0,9.95,Warszawa,apartamentowiec,do wykończenia,drewniane,miejskie
949000,83.4,6.0,450.0,4.0,2,2.0,13.24,Marki,apartamentowiec,do zamieszkania,plastikowe,gazowe
649000,49.0,26.0,660.0,2.0,parter,4.0,4.95,Warszawa,apartamentowiec,do zamieszkania,,miejskie
3000000,99.0,91.0,860.0,3.0,2,3.0,6.81,Warszawa,kamienica,,drewniane,gazowe
3363000,125.0,9.0,1360.0,4.0,2,3.0,5.99,Warszawa,apartamentowiec,do remontu,drewniane,gazowe
1080000,61.75,2.0,,3.0,1,4.0,7.09,Warszawa,blok,do zamieszkania,,
12900000,169.0,9.0,,3.0,> 10,52.0,0.24,Warszawa,apartamentowiec,do zamieszkania,aluminiowe,miejskie
460000,42.75,22.0,450.0,2.0,1,2.0,87.8,Siedlce,blok,do zamieszkania,plastikowe,miejskie
669000,46.4,50.0,950.0,2.0,8,10.0,8.08,Warszawa,blok,,plastikowe,miejskie
2690000,97.2,22.0,1950.0,3.0,5,10.0,0.74,Warszawa,apartamentowiec,do zamieszkania,aluminiowe,miejskie
587000,41.5,51.0,740.0,2.0,1,11.0,7.72,Warszawa,blok,do zamieszkania,plastikowe,miejskie
629000,46.5,52.0,820.0,2.0,1,10.0,7.34,Warszawa,blok,do zamieszkania,plastikowe,miejskie
2995000,114.43,1.0,1500.0,4.0,2,3.0,4.85,Warszawa,apartamentowiec,do wykończenia,,miejskie
930000,41.7,19.0,800.0,2.0,4,16.0,2.95,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
645000,48.39,57.0,490.0,3.0,2,9.0,3.97,Warszawa,blok,do remontu,plastikowe,miejskie
679000,69.66,12.0,850.0,3.0,3,5.0,76.14,Ciechanów,blok,do zamieszkania,plastikowe,miejskie
915000,58.36,12.0,875.0,2.0,parter,3.0,8.21,Warszawa,blok,do zamieszkania,drewniane,miejskie
415000,30.0,2.0,500.0,1.0,parter,3.0,24.51,Wieliszew,blok,do zamieszkania,plastikowe,miejskie
350000,47.65,67.0,673.0,2.0,1,4.0,92.2,Radom,blok,do remontu,,miejskie
609000,43.3,42.0,600.0,2.0,6,15.0,5.87,Warszawa,blok,,,
649000,37.18,65.0,808.0,1.0,1,3.0,3.77,Warszawa,blok,do remontu,plastikowe,miejskie
659000,53.7,23.0,1200.0,2.0,2,3.0,10.47,Warszawa,blok,do zamieszkania,plastikowe,gazowe
339000,63.73,32.0,450.0,2.0,5,5.0,93.25,Radom,blok,do remontu,,
360000,47.99,36.0,550.0,2.0,1,4.0,91.31,Radom,blok,do remontu,,miejskie
750000,60.0,15.0,600.0,4.0,1,3.0,15.63,Marki,blok,do zamieszkania,plastikowe,gazowe
1415000,70.7,25.0,1050.0,3.0,1,6.0,10.74,Warszawa,blok,do zamieszkania,drewniane,miejskie
1598000,57.7,,900.0,3.0,2,3.0,2.93,Warszawa,kamienica,do zamieszkania,,miejskie
339000,40.57,66.0,405.0,1.0,3,3.0,93.1,Radom,blok,,,inne
999000,42.49,3.0,,2.0,parter,7.0,5.23,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
620000,32.1,106.0,600.0,1.0,1,4.0,3.76,Warszawa,kamienica,do zamieszkania,,miejskie
833000,49.0,58.0,,3.0,6,10.0,4.28,Warszawa,blok,do zamieszkania,plastikowe,inne
420000,59.39,,700.0,2.0,3,3.0,86.86,Siedlce,blok,do zamieszkania,plastikowe,miejskie
570000,31.0,,540.0,1.0,8,13.0,3.04,Warszawa,blok,do zamieszkania,plastikowe,miejskie
309000,47.84,65.0,604.0,2.0,2,3.0,93.64,Radom,blok,do zamieszkania,,miejskie
1165000,63.08,8.0,1150.0,3.0,3,6.0,6.2,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
499000,51.5,4.0,539.0,2.0,3,4.0,91.56,Radom,apartamentowiec,do zamieszkania,plastikowe,miejskie
518000,45.5,,610.0,2.0,3,4.0,30.32,Tarczyn,blok,do zamieszkania,plastikowe,miejskie
690000,36.0,26.0,600.0,2.0,parter,4.0,9.22,Warszawa,apartamentowiec,do zamieszkania,drewniane,kotłownia
1263297,97.93,15.0,900.0,4.0,parter,6.0,6.78,Warszawa,blok,,plastikowe,miejskie
2100000,77.18,8.0,,3.0,1,4.0,4.52,Warszawa,apartamentowiec,do zamieszkania,drewniane,
770000,34.0,25.0,597.0,1.0,1,6.0,10.37,Warszawa,blok,do zamieszkania,drewniane,miejskie
735000,33.71,9.0,350.0,1.0,2,10.0,5.55,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
849000,36.0,62.0,800.0,2.0,1,12.0,0.43,Warszawa,blok,,plastikowe,miejskie
1699000,100.0,14.0,1513.0,4.0,4,4.0,11.29,Warszawa,apartamentowiec,,,miejskie
569000,38.0,58.0,530.0,2.0,parter,4.0,7.43,Warszawa,blok,do zamieszkania,plastikowe,miejskie
699000,54.6,19.0,619.0,2.0,1,3.0,9.85,Warszawa,blok,do zamieszkania,plastikowe,gazowe
1190000,54.21,2.0,760.0,3.0,3,3.0,7.43,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
1130000,78.97,25.0,1700.0,4.0,1,4.0,6.59,Warszawa,blok,do zamieszkania,plastikowe,kotłownia
690000,40.88,1.0,,2.0,3,3.0,14.83,Ożarów Mazowiecki,blok,do zamieszkania,plastikowe,
530000,37.9,27.0,,1.0,1,4.0,17.1,Pruszków,blok,do zamieszkania,,miejskie
958000,59.9,24.0,,2.0,4,,7.33,Warszawa,blok,do zamieszkania,plastikowe,miejskie
399000,45.0,,360.0,2.0,2,2.0,91.6,Radom,blok,do zamieszkania,plastikowe,
1880000,114.0,27.0,2000.0,4.0,3,3.0,4.76,Warszawa,blok,do zamieszkania,plastikowe,gazowe
870000,60.53,7.0,800.0,3.0,2,3.0,14.95,Ożarów Mazowiecki,blok,do zamieszkania,plastikowe,gazowe
560000,35.1,76.0,600.0,1.0,parter,2.0,1.58,Warszawa,kamienica,do remontu,plastikowe,miejskie
699000,56.72,46.0,970.0,2.0,7,15.0,7.34,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1090000,53.16,12.0,770.0,2.0,parter,4.0,9.33,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
797000,50.56,20.0,,2.0,1,7.0,5.84,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1399000,60.0,14.0,1200.0,2.0,1,6.0,2.12,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
1080000,58.85,22.0,1200.0,2.0,8,8.0,11.1,Warszawa,blok,do zamieszkania,plastikowe,miejskie
730000,47.51,52.0,895.0,2.0,9,11.0,2.04,Warszawa,blok,do remontu,plastikowe,miejskie
770000,42.5,26.0,600.0,2.0,1,2.0,4.62,Warszawa,blok,do zamieszkania,drewniane,gazowe
950000,54.8,16.0,960.0,2.0,> 10,14.0,6.75,Warszawa,blok,do zamieszkania,drewniane,miejskie
630000,58.8,63.0,700.0,3.0,1,3.0,22.63,Otwock,blok,do zamieszkania,plastikowe,miejskie
1850000,97.5,10.0,1800.0,4.0,1,5.0,6.76,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1990000,171.66,9.0,1500.0,4.0,4,4.0,92.39,Radom,apartamentowiec,do zamieszkania,plastikowe,miejskie
1050000,138.0,22.0,,4.0,2,2.0,14.78,Józefosław,blok,do zamieszkania,drewniane,gazowe
930000,52.25,,840.0,2.0,2,3.0,4.37,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
1349900,48.0,1.0,,2.0,6,6.0,2.2,Warszawa,apartamentowiec,,,miejskie
660000,30.32,69.0,770.0,1.0,5,5.0,1.32,Warszawa,blok,do zamieszkania,plastikowe,miejskie
599000,37.0,66.0,600.0,2.0,3,6.0,4.02,Warszawa,blok,do wykończenia,,miejskie
660000,37.0,64.0,730.0,2.0,3,9.0,3.56,Warszawa,blok,do zamieszkania,plastikowe,miejskie
669900,60.9,20.0,,3.0,parter,7.0,17.1,Piaseczno,blok,do zamieszkania,plastikowe,gazowe
799000,53.9,7.0,800.0,4.0,parter,4.0,16.65,Stara Iwiczna,blok,do zamieszkania,,kotłownia
799000,54.5,15.0,800.0,2.0,2,4.0,8.07,Warszawa,blok,do zamieszkania,,kotłownia
725000,37.0,63.0,770.0,2.0,3,8.0,2.07,Warszawa,blok,,plastikowe,miejskie
940000,63.3,49.0,1380.0,6.0,3,4.0,7.76,Warszawa,blok,do zamieszkania,plastikowe,miejskie
480000,35.98,46.0,700.0,2.0,3,,15.19,Pruszków,blok,do zamieszkania,plastikowe,miejskie
849000,70.0,46.0,900.0,3.0,4,12.0,6.37,Warszawa,blok,do zamieszkania,,miejskie
1250000,69.0,35.0,1180.0,3.0,6,10.0,5.75,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1190000,73.3,36.0,1000.0,3.0,4,4.0,4.45,Warszawa,blok,do zamieszkania,plastikowe,miejskie
399000,30.0,54.0,650.0,1.0,9,10.0,6.35,Warszawa,blok,do remontu,plastikowe,miejskie
2590000,101.35,90.0,,3.0,2,3.0,1.62,Warszawa,kamienica,do zamieszkania,drewniane,miejskie
745000,33.1,11.0,450.0,2.0,parter,7.0,2.66,Warszawa,apartamentowiec,do zamieszkania,drewniane,kotłownia
409000,72.9,26.0,773.0,3.0,2,3.0,105.46,Mława,blok,do zamieszkania,plastikowe,kotłownia
279000,61.3,46.0,876.0,3.0,4,4.0,108.04,Mława,blok,do remontu,plastikowe,miejskie
660000,30.0,59.0,600.0,1.0,4,7.0,2.13,Warszawa,blok,do zamieszkania,plastikowe,miejskie
950000,37.5,,300.0,2.0,5,8.0,2.07,Warszawa,blok,do zamieszkania,plastikowe,miejskie
842000,64.0,36.0,800.0,3.0,parter,4.0,17.24,Konstancin-Jeziorna,blok,do zamieszkania,plastikowe,miejskie
1139000,32.21,6.0,750.0,2.0,3,13.0,1.03,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
599000,82.0,42.0,600.0,4.0,3,4.0,89.67,Radom,blok,do zamieszkania,plastikowe,miejskie
1435000,82.0,20.0,,3.0,2,4.0,8.99,Warszawa,apartamentowiec,,,
1390000,76.48,12.0,1112.0,4.0,9,10.0,7.08,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
595000,69.2,35.0,850.0,3.0,parter,3.0,91.66,Płock,blok,do zamieszkania,plastikowe,miejskie
2695000,71.0,1.0,1065.0,3.0,9,9.0,1.69,Warszawa,apartamentowiec,do zamieszkania,drewniane,
1390000,71.0,54.0,1400.0,4.0,5,7.0,2.81,Warszawa,blok,do wykończenia,plastikowe,miejskie
630000,29.0,,700.0,1.0,3,10.0,6.79,Warszawa,blok,do zamieszkania,plastikowe,miejskie
719000,46.8,49.0,960.0,2.0,3,3.0,7.92,Warszawa,blok,do remontu,plastikowe,miejskie
589000,40.7,21.0,600.0,2.0,3,7.0,10.51,Warszawa,blok,do zamieszkania,plastikowe,miejskie
820000,49.95,3.0,834.0,2.0,1,7.0,6.12,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1900000,92.1,21.0,1600.0,3.0,2,3.0,4.58,Warszawa,apartamentowiec,do zamieszkania,,
1585000,61.0,66.0,850.0,3.0,3,5.0,0.63,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
699000,58.4,54.0,900.0,3.0,7,12.0,7.95,Warszawa,blok,do zamieszkania,plastikowe,miejskie
579000,26.4,63.0,400.0,1.0,9,9.0,2.11,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1599000,77.0,76.0,1100.0,3.0,1,2.0,1.45,Warszawa,kamienica,do remontu,plastikowe,miejskie
1299000,83.5,41.0,1350.0,3.0,10,13.0,5.45,Warszawa,blok,do zamieszkania,drewniane,miejskie
429000,24.0,8.0,800.0,1.0,2,4.0,7.55,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
750000,42.79,10.0,650.0,2.0,2,3.0,7.31,Warszawa,blok,do zamieszkania,plastikowe,miejskie
928000,38.21,10.0,750.0,2.0,3,7.0,1.93,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
879000,53.8,60.0,650.0,2.0,parter,3.0,4.76,Warszawa,blok,do zamieszkania,plastikowe,miejskie
540000,72.0,37.0,1000.0,4.0,parter,10.0,87.8,Siedlce,blok,,plastikowe,
1420000,50.0,2.0,1100.0,3.0,1,5.0,25.65,Zegrze,blok,do zamieszkania,plastikowe,miejskie
3641166,92.61,19.0,1400.0,3.0,1,5.0,3.13,Warszawa,apartamentowiec,do zamieszkania,,
1100000,66.0,33.0,1045.0,3.0,4,9.0,3.09,Warszawa,blok,do zamieszkania,,miejskie
1399000,60.0,9.0,920.0,3.0,3,5.0,5.18,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
620000,74.0,41.0,1200.0,4.0,1,3.0,38.17,Mińsk Mazowiecki,blok,do wykończenia,,miejskie
530700,36.6,50.0,580.0,2.0,parter,10.0,4.32,Warszawa,blok,do remontu,plastikowe,miejskie
610000,46.0,46.0,912.0,2.0,4,4.0,7.98,Warszawa,blok,,plastikowe,inne
1190000,65.16,27.0,1068.0,3.0,2,3.0,4.76,Warszawa,blok,,plastikowe,inne
780000,44.0,10.0,900.0,2.0,parter,3.0,7.28,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1417710,65.94,9.0,,3.0,1,,4.58,Warszawa,blok,do zamieszkania,drewniane,miejskie
3551360,198.4,30.0,4565.0,5.0,3,6.0,7.35,Warszawa,blok,do zamieszkania,drewniane,miejskie
647999,48.0,12.0,700.0,2.0,1,4.0,10.33,Ząbki,apartamentowiec,do zamieszkania,plastikowe,
1690000,80.0,16.0,2000.0,3.0,3,4.0,9.55,Warszawa,blok,do zamieszkania,drewniane,miejskie
889000,81.1,24.0,1150.0,3.0,3,3.0,12.0,Warszawa,blok,do zamieszkania,plastikowe,kotłownia
778000,87.9,,1100.0,4.0,2,3.0,18.74,Legionowo,blok,do remontu,plastikowe,gazowe
1287000,67.8,16.0,980.0,3.0,1,5.0,5.12,Warszawa,blok,do zamieszkania,drewniane,miejskie
528061,36.85,1.0,,2.0,parter,4.0,10.07,Warszawa,blok,do wykończenia,plastikowe,miejskie
590000,30.0,70.0,500.0,1.0,3,4.0,3.53,Warszawa,kamienica,do zamieszkania,plastikowe,miejskie
929000,68.0,48.0,,4.0,1,10.0,7.17,Warszawa,blok,do zamieszkania,plastikowe,miejskie
699970,63.93,34.0,800.0,4.0,1,4.0,21.48,Wołomin,blok,do zamieszkania,plastikowe,miejskie
620000,32.45,60.0,590.0,2.0,7,7.0,6.3,Warszawa,blok,do zamieszkania,plastikowe,miejskie
660000,45.72,1.0,,3.0,3,,42.02,Teresin,blok,do zamieszkania,,gazowe
940000,62.0,26.0,1200.0,4.0,2,4.0,10.1,Warszawa,blok,do zamieszkania,plastikowe,miejskie
2750000,164.0,26.0,3000.0,4.0,> 10,12.0,1.27,Warszawa,apartamentowiec,do zamieszkania,,miejskie
1118000,69.88,4.0,1000.0,3.0,2,4.0,10.39,Warszawa,blok,do zamieszkania,plastikowe,miejskie
1399000,67.0,7.0,1250.0,3.0,4,4.0,7.61,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
479000,40.5,71.0,600.0,2.0,3,3.0,8.67,Warszawa,kamienica,do remontu,plastikowe,miejskie
2800000,122.0,99.0,1800.0,4.0,4,4.0,3.16,Warszawa,kamienica,do zamieszkania,drewniane,inne
2499000,99.3,126.0,1980.0,4.0,3,4.0,1.32,Warszawa,kamienica,do zamieszkania,drewniane,miejskie
699000,49.96,4.0,650.0,3.0,parter,3.0,8.79,Warszawa,blok,do wykończenia,plastikowe,miejskie
1704000,80.0,16.0,1100.0,3.0,parter,5.0,6.72,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
1050000,44.0,18.0,600.0,2.0,5,5.0,2.83,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
1077000,66.2,28.0,1000.0,2.0,1,3.0,7.78,Warszawa,blok,do zamieszkania,drewniane,miejskie
2499999,83.65,13.0,1650.0,3.0,5,8.0,1.5,Warszawa,apartamentowiec,,,miejskie
485000,30.88,,680.0,1.0,4,5.0,6.54,Warszawa,blok,do remontu,,miejskie
495000,20.9,7.0,780.0,1.0,4,10.0,3.4,Warszawa,apartamentowiec,do zamieszkania,plastikowe,miejskie
795000,36.2,21.0,1000.0,1.0,> 10,30.0,1.23,Warszawa,blok,do zamieszkania,plastikowe,miejskie
796000,48.3,62.0,800.0,2.0,1,4.0,2.52,Warszawa,blok,do zamieszkania,plastikowe,miejskie
2190000,104.07,17.0,2005.0,3.0,2,3.0,9.25,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
579000,27.0,66.0,450.0,1.0,1,3.0,4.18,Warszawa,blok,do zamieszkania,plastikowe,miejskie
670000,44.0,66.0,750.0,2.0,4,4.0,3.61,Warszawa,blok,do zamieszkania,plastikowe,miejskie
2469000,82.55,14.0,1611.0,3.0,4,6.0,0.93,Warszawa,apartamentowiec,do zamieszkania,drewniane,miejskie
1290000,46.22,88.0,960.0,2.0,4,5.0,2.22,Warszawa,kamienica,do zamieszkania,drewniane,miejskie
1455000,55.26,2.0,800.0,2.0,2,5.0,4.28,Warszawa,blok,do zamieszkania,,miejskie
7550000,207.0,3.0,2500.0,4.0,4,4.0,3.91,Warszawa,apartamentowiec,do wykończenia,drewniane,miejskie
960000,63.6,52.0,1400.0,4.0,8,10.0,6.65,Warszawa,blok,do zamieszkania,,miejskie
